id,popularity,budget,revenue,original_title,genres,vote_count,vote_average,release_year
53844,0.037806,0,0,Il reste du jambon ?,Comedy,19,4.7,2010
45644,0.067753,0,0,Opeth: In Live Concert At The Royal Albert Hall,Music,10,8.6,2010
37058,0.019247999999999998,0,0,I'm Here,Drama,28,7.4,2010
72013,0.06762,0,0,Yu-Gi-Oh! 3D: Bonds Beyond Time,Animation|Fantasy,10,6.0,2010
44950,0.009766,0,0,A Horrible Way to Die,Horror|Thriller,12,4.7,2010
54527,0.033845,900000,0,Into Eternity,Documentary,15,7.6,2010
24243,0.0637539999999999,0,0,As Melhores Coisas do Mundo,Comedy,10,6.4,2010
41397,0.004569,0,0,Joan Rivers: A Piece of Work,Documentary,10,6.5,2010
40025,0.0044329999999999994,0,0,æ’•ç¥¨é¢¨é›²,Action|Thriller,12,6.4,2010
550,8.947905,63000000,100853753,Fight Club,Drama,5923,8.1,1999
603,7.7538990000000005,63000000,463517383,The Matrix,Action|Science Fiction,6351,7.8,1999
14,3.5557199999999907,15000000,356296601,American Beauty,Drama,1756,7.7,1999
1893,3.5260290000000003,115000000,924317558,Star Wars: Episode I - The Phantom Menace,Adventure|Action|Science Fiction,2823,6.3,1999
564,2.94377,80000000,415885488,The Mummy,Adventure|Fantasy|Horror|Action|Thriller,1562,6.3,1999
497,2.719461,60000000,284600000,The Green Mile,Fantasy|Drama|Crime,2299,8.0,1999
745,2.5787310000000003,40000000,672806292,The Sixth Sense,Mystery|Thriller|Drama,1753,7.5,1999
36643,2.129874,135000000,361832400,The World Is Not Enough,Adventure|Action|Thriller,509,6.0,1999
796,2.069357,10500000,75902208,Cruel Intentions,Drama|Romance|Thriller,505,6.5,1999
2668,2.065619,100000000,206071502,Sleepy Hollow,Drama|Fantasy|Thriller|Mystery,932,6.7,1999
37135,1.9458939999999998,0,0,Tarzan,Adventure|Animation|Drama|Family,912,6.9,1999
2105,1.825695,11000000,235483004,American Pie,Comedy|Romance,1405,6.4,1999
1844,1.820318,66000000,212404396,Entrapment,Romance|Drama|Mystery,355,5.9,1999
863,1.810197,90000000,485015179,Toy Story 2,Animation|Comedy|Family,2272,7.2,1999
4951,1.769152,16000000,53478166,10 Things I Hate About You,Comedy|Romance|Drama,947,7.2,1999
509,1.72385,42000000,363889678,Notting Hill,Comedy,688,6.8,1999
817,1.560867,33000000,310940086,Austin Powers: The Spy Who Shagged Me,Crime|Adventure|Action|Comedy|Science Fiction,583,6.0,1999
226,1.43163,2000000,11540607,Boys Don't Cry,Crime|Drama,170,7.0,1999
9008,1.427794,90000000,60289912,The Insider,Drama|Thriller,249,7.1,1999
926,1.3486280000000002,45000000,90683916,Galaxy Quest,Comedy|Family|Science Fiction,406,6.6,1999
345,1.329827,65000000,162091208,Eyes Wide Shut,Drama,623,6.8,1999
492,1.328465,13000000,22863596,Being John Malkovich,Fantasy|Drama|Comedy,607,7.1,1999
9535,1.320079,80000000,176885658,Analyze This,Comedy|Crime,260,6.3,1999
10137,1.3092489999999999,133000000,300135367,Stuart Little,Fantasy,502,5.6,1999
9481,1.254522,73000000,151493655,The Bone Collector,Drama|Mystery|Thriller|Crime,463,6.5,1999
8487,1.221973,170000000,222104681,Wild Wild West,Action|Adventure|Comedy|Drama|Science Fiction,626,5.2,1999
1911,1.189386,160000000,61698899,The 13th Warrior,Adventure|Fantasy|Action,275,6.2,1999
9946,1.17388799999999,100000000,211989043,End of Days,Action|Fantasy|Horror|Mystery,247,5.4,1999
1715,1.152354,24000000,88545092,The Cider House Rules,Drama,145,6.6,1999
10386,1.1509340000000001,70000000,23159305,The Iron Giant,Adventure|Animation|Family|Fantasy|Science Fiction,877,7.5,1999
8914,1.1392229999999999,60000000,73648228,Deep Blue Sea,Horror|Action|Thriller|Science Fiction,336,5.5,1999
9473,1.076307,21000000,0,"South Park: Bigger, Longer & Uncut",Animation|Comedy|Music,579,7.0,1999
2112,1.050599,90000000,161626121,Payback,Drama|Action|Thriller|Crime,305,6.5,1999
4806,1.03785,70000000,309457509,Runaway Bride,Comedy|Romance,253,5.7,1999
10314,1.0220280000000002,10000000,103166989,She's All That,Comedy|Romance,248,5.6,1999
10398,0.993492,70000000,177841558,Double Jeopardy,Drama|Mystery|Thriller|Crime,144,6.1,1999
8374,0.992316,6000000,30471,The Boondock Saints,Action|Thriller|Crime,521,7.1,1999
1542,0.9682040000000001,10000000,12827813,Office Space,Comedy|Crime,669,7.3,1999
1443,0.9412020000000001,6000000,10409377,The Virgin Suicides,Drama|Romance,460,7.0,1999
2277,0.937873,100000000,93700000,Bicentennial Man,Comedy|Science Fiction,538,6.7,1999
2667,0.9346209999999999,25000,248000000,The Blair Witch Project,Horror|Mystery,522,6.3,1999
622,0.920974,38000000,58401898,The Ninth Gate,Horror|Mystery|Thriller,384,6.2,1999
10400,0.9208799999999999,50000000,73956241,The Hurricane,Drama,226,7.3,1999
1090,0.9073049999999999,16000000,18564088,The Thirteenth Floor,Thriller|Science Fiction|Mystery,189,6.5,1999
9032,0.8765870000000001,34200000,234801895,Big Daddy,Comedy|Drama,479,6.2,1999
8649,0.855109,32000000,0,Bringing Out the Dead,Drama|Thriller,102,6.5,1999
8224,0.8234940000000001,40000000,96618699,8MM,Thriller|Crime|Mystery,248,6.0,1999
1832,0.82073,10000000,30652890,Dogma,Fantasy|Comedy|Adventure,472,6.6,1999
3558,0.797082,40000000,0,"Girl, Interrupted",Drama,376,7.5,1999
15400,0.779596,0,0,Mickey's Once Upon a Christmas,Animation|Family|Comedy,57,6.6,1999
11618,0.778786,80000000,91188905,The Haunting,Horror|Thriller|Fantasy|Mystery,178,5.3,1999
1641,0.746054,75000000,93888180,Forces of Nature,Comedy,81,5.2,1999
11622,0.744837,35000000,40263020,Blast from the Past,Comedy|Romance,114,6.2,1999
11374,0.740133,80000000,0,Edtv,Comedy,69,5.4,1999
10207,0.7318020000000001,80000000,118880016,Message in a Bottle,Drama,112,5.7,1999
2275,0.72669,60000000,149705852,The General's Daughter,Crime|Drama|Mystery|Thriller,103,5.9,1999
10307,0.725013,29000000,50041732,Stigmata,Horror|Thriller,103,5.8,1999
11601,0.716336,12000000,21133087,Stir of Echoes,Horror|Mystery|Thriller,155,6.3,1999
9451,0.694437,0,0,Election,Comedy,137,6.5,1999
332,0.684185,75000000,0,Inspector Gadget,Action|Adventure|Comedy|Family,171,4.3,1999
334,0.682531,37000000,48451803,Magnolia,Drama,430,7.3,1999
2020,0.6710699999999991,51000000,36911617,The Bachelor,Comedy,46,4.5,1999
9423,0.654013,75000000,14010690,Virus,Horror|Action|Science Fiction,60,4.9,1999
1213,0.6403310000000001,40000000,128798265,The Talented Mr. Ripley,Thriller|Crime|Drama,435,6.9,1999
9825,0.637814,27000000,56870414,Lake Placid,Horror|Comedy|Action|Science Fiction|Thriller,112,5.3,1999
9781,0.63765,34000000,4217115,Detroit Rock City,Comedy,38,6.4,1999
9824,0.636432,68000000,29762011,Mystery Men,Adventure|Fantasy|Action|Comedy|Science Fiction,115,5.4,1999
4816,0.6271720000000001,0,0,Ghost Dog: The Way of the Samurai,Action|Crime|Drama,146,7.0,1999
49948,0.617279,80000000,90874570,Fantasia 2000,Music|Animation|Family|Fantasy,168,6.9,1999
9430,0.614402,6500000,28451622,Go,Crime|Comedy|Thriller,82,6.9,1999
11355,0.614007,25000000,84565230,Never Been Kissed,Romance|Comedy|Drama,196,5.7,1999
12117,0.598565,80,0,Instinct,Drama|Mystery|Thriller,74,6.3,1999
13466,0.596781999999999,0,0,October Sky,Drama|Family,118,7.2,1999
6415,0.585123,75000000,108000000,Three Kings,Action|Adventure|Comedy,412,6.3,1999
1850,0.581756,82000000,47434430,Man on the Moon,Comedy|Drama|Romance,226,6.6,1999
17707,0.566661,25000000,13000000,Brokedown Palace,Drama|Thriller,52,6.3,1999
26177,0.54872,0,0,Annie,Music|Family|Comedy,35,5.5,1999
11377,0.5480970000000001,19000000,40846082,House on Haunted Hill,Horror|Mystery|Thriller,84,5.6,1999
12095,0.545399,5000000,0,From Dusk Till Dawn 2: Texas Blood Money,Crime|Action|Horror|Thriller,55,4.5,1999
18621,0.538087,0,0,Best Laid Plans,Drama|Thriller|Crime,14,5.7,1999
16716,0.521573,0,0,A Christmas Carol,Drama|Fantasy,23,6.1,1999
913,0.508128,48000000,124305181,The Thomas Crown Affair,Drama|Comedy|Crime|Romance,196,6.7,1999
12618,0.5034609999999989,64000000,74608570,Random Hearts,Drama|Romance,32,5.3,1999
1946,0.501242,15000000,2856712,eXistenZ,Action|Thriller|Science Fiction|Horror,229,6.6,1999
20024,0.49836499999999995,23000000,10827816,The End of the Affair,Drama,24,6.1,1999
11001,0.49601000000000006,65000000,117758500,Blue Streak,Thriller|Action|Comedy|Crime,202,6.0,1999
7341,0.480421,21000000,17762705,The Rage: Carrie 2,Horror|Thriller|Science Fiction,33,5.1,1999
1073,0.479263,21500000,0,Arlington Road,Drama|Thriller|Mystery,91,6.9,1999
38809,0.47073999999999994,10000000,5241315,Black and White,Drama,11,4.7,1999
54982,0.469286,0,0,Introducing Dorothy Dandridge,Drama,10,6.1,1999
10563,0.45956,20000000,0,Three to Tango,Comedy|Romance,29,5.0,1999
9455,0.454992,25000000,15156200,The Corruptor,Action|Crime|Mystery|Thriller,30,6.1,1999
1439,0.450237,75000000,0,Anna and the King,Drama|History|Romance,116,6.3,1999
12524,0.446421,0,0,Titus,Drama|History|Thriller,37,6.4,1999
41586,0.42499799999999893,0,0,K-911,Comedy|Action|Crime|Adventure,28,5.4,1999
10366,0.41861099999999996,45000000,10667893,Universal Soldier: The Return,Action|Science Fiction,74,4.5,1999
10154,0.416778,0,0,Mickey Blue Eyes,Comedy|Crime|Romance,70,5.0,1999
12485,0.413376,0,0,Candyman: Day of the Dead,Fantasy|Horror,16,3.6,1999
17198,0.40647,0,0,The Mating Habits of the Earthbound Human,Comedy|Romance|Science Fiction,11,6.0,1999
11944,0.406308,20000000,0,Joan of Arc,Drama|History,13,5.8,1999
12596,0.401336,33000000,0,Pushing Tin,Comedy|Drama,56,5.5,1999
10213,0.354484,5000000,0,From Dusk Till Dawn 3: The Hangman's Daughter,Western|Horror|Thriller,44,4.4,1999
2162,0.393985,70000000,11263966,Chill Factor,Action|Comedy|Thriller,16,5.4,1999
17771,0.390862,0,0,Sunshine,Drama|History,12,4.8,1999
6522,0.383326,80000000,73345029,Life,Comedy|Crime|Drama,87,6.6,1999
21349,0.382872,23000000,18653615,Anywhere But Here,Drama|Comedy|Romance,42,5.9,1999
2900,0.378188,75000000,19598588,The Astronaut's Wife,Drama|Science Fiction|Thriller,132,5.4,1999
9849,0.88284,65000000,36850101,My Favorite Martian,Comedy|Drama|Family|Science Fiction,43,5.2,1999
10210,0.364241,11000000,0,A Midsummer Night's Dream,Fantasy|Drama|Comedy|Romance,49,5.6,1999
10388,0.274419,10000000,3193102,The Limey,Drama|Action|Thriller|Crime|Mystery,38,6.6,1999
10397,0.35206,25,13,Angela's Ashes,Drama,24,7.0,1999
12220,0.5737180000000001,50000000,58900031,The Story of Us,Comedy|Drama|Romance,42,5.9,1999
14429,0.25754699999999997,8000000,17843379,Drive Me Crazy,Drama|Comedy|Romance|Family,34,5.9,1999
11119,0.345172,11000000,0,Fortress 2,Science Fiction|Action,17,3.8,1999
27653,0.41132399999999997,0,0,An American Tail 4: The Mystery of the Night Monster,Adventure|Fantasy|Animation|Science Fiction|Mystery,20,6.1,1999
10208,1.104937,24000000,16290976,Muppets from Space,Fantasy|Comedy|Science Fiction|Family,50,5.7,1999
404,0.33539800000000003,10000000,0,The Straight Story,Drama,111,7.3,1999
24137,0.33324499999999996,14000000,18535191,An Ideal Husband,Drama|Comedy|Romance,23,6.4,1999
13099,0.331443,0,0,Dak ging san yan lui,Action|Comedy|Thriller,10,6.0,1999
2290,0.330491,0,0,Jakob the Liar,Comedy|Drama|History,39,6.1,1999
10402,0.328409,17000000,65535067,Deuce Bigalow: Male Gigolo,Comedy,154,5.3,1999
16331,0.324805,0,0,The Jack Bull,TV Movie|Action|Drama|Western,11,6.0,1999
6552,0.323791,25000000,4152230,Idle Hands,Thriller|Comedy|Horror,83,6.1,1999
9563,0.322499,55000000,100230832,Any Given Sunday,Drama,231,6.8,1999
30943,0.322339,38000000,28121100,The Deep End of the Ocean,Drama|Mystery,26,5.8,1999
10908,0.318024,15000000,0,Inferno,Action|Drama|Romance,22,5.2,1999
11129,0.312827,600000,4000000,Human Traffic,Comedy|Drama,42,6.8,1999
22314,0.312759,7000000,14011454,In Too Deep,Drama|Action|Thriller|Crime,10,6.5,1999
11353,0.312306,55000000,0,Bowfinger,Comedy,112,6.0,1999
10342,0.377269,13000000,8946237,Teaching Mrs. Tingle,Comedy|Thriller,39,5.3,1999
13787,0.304124,0,0,Holy Smoke,Drama|Comedy,22,5.8,1999
10279,0.258844,0,0,Summer of Sam,Thriller|Drama|Crime|Romance,49,6.5,1999
14709,0.301845,0,0,Varsity Blues,Comedy|Drama|Romance,62,5.7,1999
21039,0.301697,0,0,Rogue Trader,Drama|Foreign,13,5.8,1999
10350,0.301533,30000000,0,Wing Commander,Action|Science Fiction,39,4.1,1999
42739,0.300431,0,0,The War Zone,Drama,12,7.4,1999
20770,0.299004,0,0,But I'm a Cheerleader,Comedy,40,6.4,1999
15556,0.297996,0,0,At First Sight,Drama|Romance,21,6.0,1999
13824,0.296655,0,0,Superstar,Comedy|Family,46,4.8,1999
10354,0.289133,0,0,True Crime,Crime|Drama,46,6.1,1999
3293,0.28789000000000003,0,0,Pirates of Silicon Valley,Drama|TV Movie,109,6.6,1999
10490,0.285902,10000000,10571408,Drop Dead Gorgeous,Comedy,41,6.2,1999
9684,0.281948,0,0,Sweet and Lowdown,Comedy|Drama,48,6.5,1999
10219,0.27839400000000003,0,0,Snow Falling on Cedars,Drama|Romance,15,6.5,1999
16162,0.066504,9000000,34573780,The Best Man,Drama|Comedy,22,7.8,1999
16172,0.23141799999999998,6000000,4398989,Simply Irresistible,Comedy,28,6.2,1999
26149,0.272771,27000000,14859394,Music of the Heart,Drama,25,6.7,1999
19594,0.26905999999999997,0,0,Bartok the Magnificent,Animation|Comedy|Family,31,5.8,1999
13428,0.265623,0,0,Two Hands,Comedy|Crime|Thriller,23,5.4,1999
11779,0.26510500000000004,0,0,Buena Vista Social Club,Documentary|Music,48,7.1,1999
10390,0.143906,50000000,0,For Love of the Game,Drama|Romance,52,6.3,1999
15198,0.260903,28000000,8888143,"Mystery, Alaska",Comedy|Drama,35,5.8,1999
16379,0.257431,50000000,13260050,The Mod Squad,Action|Mystery|Thriller,18,4.5,1999
30923,0.253305,21000000,0,Alice in Wonderland,Fantasy|Family,39,6.3,1999
16158,0.25073,6000000,25059640,The Wood,Comedy|Drama|Romance,24,7.6,1999
10399,0.250148999999999,0,0,Mansfield Park,Drama|Romance,33,6.5,1999
15256,0.246669,6000000,6852450,200 Cigarettes,Comedy|Drama|Romance,25,6.5,1999
10212,0.323477,12000000,0,Ravenous,Horror|Thriller,48,6.6,1999
8970,0.24279699999999999,75000000,29000000,The Out-of-Towners,Comedy,20,5.2,1999
9465,0.319907,10000000,0,Cookie's Fortune,Comedy|Drama|Thriller,11,6.2,1999
14242,0.239265,0,0,American Movie,Documentary,20,7.5,1999
18681,0.238749,15000000,0,Eye of the Beholder,Drama|Mystery|Thriller,25,5.3,1999
10047,0.23522300000000002,60000000,66976317,Joan of Arc,Adventure|Drama|Action|History|War,209,6.1,1999
18417,0.297398,35000000,0,The Other Sister,Comedy|Drama|Romance,17,5.9,1999
70772,0.22721999999999998,0,0,Don't Look Under the Bed,Drama|Family,14,5.9,1999
35215,0.2264,0,0,Smart House,Drama|Family|Science Fiction|Fantasy,15,4.7,1999
22509,0.21848099999999998,0,0,The Devil's Arithmetic,Drama|Science Fiction|Thriller,11,5.9,1999
5470,0.21624200000000002,20000000,1531251,Beowulf,Action|Science Fiction|Thriller|Adventure|Horror,27,4.5,1999
20761,0.212029,24000000,8434146,Play It to the Bone,Comedy|Drama,20,5.3,1999
815,0.20768000000000003,23000000,0,Animal Farm,Family|Drama|Comedy,21,5.6,1999
31183,0.207575,0,0,The Magical Legend of the Leprechauns,Fantasy,16,6.4,1999
24066,0.20441099999999998,1700000,1943649,"Happy, Texas",Comedy|Crime,13,5.3,1999
53875,0.202456,0,0,Journey to the Center of the Earth,Adventure|Fantasy|Action|Science Fiction|Family,11,5.2,1999
13589,0.20056,0,0,Eddie Izzard: Dress to Kill,Comedy|Foreign,10,7.1,1999
24071,0.198477,0,0,Mumford,Comedy|Drama|Romance,10,5.6,1999
22267,0.198126,38000000,635096,Ride with the Devil,Drama|War|Romance|Western,15,6.6,1999
18212,0.195796,0,0,Better Than Chocolate,Drama|Romance,12,5.8,1999
18892,0.195048,3000000,3076820,Jawbreaker,Comedy,48,5.6,1999
10496,0.193797,0,0,Bats,Horror|Thriller,10,4.2,1999
46435,0.187628,0,0,Topsy-Turvy,Comedy|Drama|Music,14,6.5,1999
16406,0.187319,13000000,27500000,Dick,Comedy,33,5.7,1999
31582,0.186474,0,4488529,Flawless,Comedy|Drama,24,6.2,1999
47288,0.173433,25000000,12000000,The King and I,Animation|Drama|Family,14,4.7,1999
10916,0.170248,0,0,Babylon 5: A Call to Arms,Action|Drama|Science Fiction|Adventure,13,6.8,1999
28029,0.16786900000000002,14000000,0,A Walk on the Moon,Drama|Romance,11,6.4,1999
10359,0.166168,10000000,0,Resurrection,Crime|Drama|Horror,19,6.1,1999
14005,0.081035,0,0,Terror Firmer,Comedy|Horror,10,6.3,1999
14578,0.16333699999999898,7000000,7292175,Outside Providence,Romance|Comedy|Drama,12,5.6,1999
54004,0.162638,0,0,Passport to Paris,Comedy|Drama|Family,28,6.1,1999
5319,0.161076,0,0,Hum Dil De Chuke Sanam,Drama|Romance,16,6.6,1999
25752,0.153649,0,0,Children of the Corn 666: Isaac's Return,Horror|Mystery,11,3.4,1999
12479,0.175782,12000000,0,Breakfast of Champions,Comedy,15,4.8,1999
28902,0.145004,0,0,In Dreams,Drama|Thriller,15,4.7,1999
14484,0.144508,0,239894,Body Shots,Drama|Romance,11,4.6,1999
17078,0.134902,0,0,Rang-e khoda,Family|Drama,17,6.8,1999
194113,0.132643,4250000,0,Blackadder Back & Forth,Comedy|History,15,6.8,1999
12594,0.50812,2500000,0,Wishmaster 2: Evil Never Dies,Fantasy|Horror|Science Fiction,18,4.9,1999
17709,0.129744,70000000,0,Dudley Do-Right,Comedy|Family|Romance,19,3.5,1999
16508,0.127664,0,0,Doug's 1st Movie,Animation|Family|Comedy,10,5.4,1999
29698,0.126159,0,0,Ratcatcher,Drama|Foreign,10,7.2,1999
17870,0.12236500000000002,0,0,Chris Rock: Bigger & Blacker,Comedy,13,7.4,1999
1812,0.11818699999999999,450000,2049595,Trick,Comedy|Romance,10,6.5,1999
22345,0.116694,12000000,36450736,Baby Geniuses,Comedy|Family|Science Fiction,34,3.8,1999
25172,0.10725599999999999,0,0,Komodo,Adventure|Horror|Thriller,13,4.5,1999
10381,0.10516800000000001,0,0,Plunkett & MacLeane,Drama|Action|Comedy,17,5.9,1999
28918,0.10004299999999999,0,0,David Copperfield,Drama,15,7.3,1999
64202,0.096582,0,0,Batman Beyond: The Movie,Animation|Action|Family,24,6.4,1999
83965,0.083178,0,0,The Thirteenth Year,TV Movie|Adventure|Comedy|Family,12,5.5,1999
10557,0.238748,3800000,28200000,East Is East,Comedy,24,6.5,1999
39964,0.090186,1,100,Lost & Found,Comedy|Romance,14,4.8,1999
199620,0.089789,9210000,0,Walking with Dinosaurs,Documentary|Animation,13,7.4,1999
24020,0.10041,0,0,Johnny Tsunami,TV Movie|Family|Drama,12,4.9,1999
36251,0.19893,0,0,Switching Goals,Comedy|Family,21,4.2,1999
43423,0.082451,0,0,Bad ma ra khahad bord,Drama|Foreign,14,5.5,1999
10482,0.077584,0,0,Guest House Paradiso,Comedy,14,5.6,1999
10368,0.079104,12000000,21001563,Tea with Mussolini,Comedy|Drama|War,17,5.7,1999
32874,0.064295,0,0,"Sabrina, Down Under",Comedy|Fantasy,15,4.7,1999
34513,0.05159400000000001,0,0,George Carlin: You Are All Diseased,TV Movie|Comedy|Documentary,10,6.9,1999
53915,0.034182,0,0,Come te nessuno mai,Comedy|Drama|Foreign,18,5.2,1999
40863,0.044502,0,0,æˆé¾çš„ç‰¹æŠ€,Documentary,11,6.9,1999
17681,0.043438,0,0,Scooby-Doo! and the Witch's Ghost,Animation|Comedy,24,6.8,1999
310154,0.038156,0,0,Storm of the Century,Thriller|Horror,23,5.2,1999
185789,0.18171199999999998,0,0,Mulholland Dr.,TV Movie|Drama|Mystery|Romance,15,5.9,1999
31524,0.015074,0,0,Sarfarosh,Foreign,12,7.0,1999
120,8.575419,93000000,871368364,The Lord of the Rings: The Fellowship of the Ring,Adventure|Fantasy|Action,6079,7.8,2001
671,8.021423,125000000,976475550,Harry Potter and the Philosopher's Stone,Adventure|Fantasy|Family,4265,7.2,2001
1018,4.436367,15000000,20117339,Mulholland Drive,Thriller|Drama|Mystery,709,7.4,2001
141,3.8510089999999995,6000000,1270522,Donnie Darko,Fantasy|Drama|Mystery,1777,7.5,2001
585,3.204295,115000000,562816256,"Monsters, Inc.",Fantasy|Animation|Family|Comedy,3899,7.3,2001
644,2.971372,100000000,235926552,A.I. Artificial Intelligence,Drama|Science Fiction|Adventure,1133,6.6,2001
808,2.9185659999999998,60000000,484409218,Shrek,Adventure|Animation|Comedy|Family|Fantasy,2284,7.1,2001
634,2.7173990000000003,25000000,281929795,Bridget Jones's Diary,Comedy|Romance|Drama,751,6.5,2001
161,2.642249,85000000,450717150,Ocean's Eleven,Thriller|Crime,2645,7.0,2001
676,2.478879,140000000,449220945,Pearl Harbor,History|Romance|War,1044,6.6,2001
1734,2.449323,98000000,433013274,The Mummy Returns,Action|Adventure|Drama|Fantasy|Horror,1372,5.8,2001
10865,2.2172389999999997,120000000,186053725,Atlantis: The Lost Empire,Animation|Family|Adventure|Science Fiction,689,6.5,2001
1995,2.179727,115000000,274703340,Lara Croft: Tomb Raider,Adventure|Fantasy|Action|Thriller,1510,5.6,2001
453,2.169826,60000000,313542341,A Beautiful Mind,Drama|Romance,1786,7.5,2001
2770,2.116602,30000000,287553595,American Pie 2,Comedy|Romance,777,5.9,2001
9880,2.061559,37000000,165335153,The Princess Diaries,Comedy|Family|Romance,534,6.3,2001
824,1.925281,52500000,179213434,Moulin Rouge!,Romance|Drama|Music,714,7.2,2001
869,1.862114,100000000,362211740,Planet of the Apes,Thriller|Science Fiction|Action|Adventure,702,5.5,2001
9428,1.857978,21000000,71441250,The Royal Tenenbaums,Comedy|Drama,679,7.3,2001
4133,1.846848,53000000,83282296,Blow,Crime|Drama,788,7.3,2001
853,1.839325,70000000,96976270,Enemy at the Gates,War,583,7.1,2001
855,1.735123,92000000,172989651,Black Hawk Down,Action|History|War,1201,7.1,2001
8835,1.6977529999999899,18000000,141774679,Legally Blonde,Comedy,480,6.1,2001
9476,1.692141,65000000,117487473,A Knight's Tale,Adventure|Drama|Romance|Action,521,6.5,2001
9398,1.581446,28000000,60780981,Zoolander,Comedy,791,6.1,2001
11397,1.456526,16000000,66468332,Not Another Teen Movie,Comedy,223,5.3,2001
4248,1.450364,45000000,141220678,Scary Movie 2,Comedy,474,5.5,2001
5175,1.447916,90000000,347325802,Rush Hour 2,Action|Comedy|Crime|Thriller,622,6.5,2001
2034,1.4460629999999999,45000000,104876233,Training Day,Action|Crime|Drama|Thriller,1029,7.2,2001
1933,1.406682,17000000,209947037,The Others,Horror|Drama|Mystery|Thriller,872,7.1,2001
12589,1.213215,25000000,80936232,Jimmy Neutron: Boy Genius,Adventure|Fantasy|Animation|Action|Comedy,139,5.5,2001
2294,1.20913,22000000,33788161,Jay and Silent Bob Strike Back,Comedy,244,6.3,2001
9778,1.195555,28000000,77516304,Serendipity,Comedy|Romance,310,6.6,2001
10992,1.134012,60000000,93375151,Cats & Dogs,Comedy|Family,182,5.0,2001
1903,1.1318780000000002,68000000,203388341,Vanilla Sky,Drama|Mystery|Romance|Science Fiction|Thriller,628,6.3,2001
13931,1.125434,0,0,Mike's New Car,Animation|Family,82,6.8,2001
2140,1.065364,25000000,64437847,Kiss of the Dragon,Action|Crime|Thriller,152,6.3,2001
1535,1.063015,92000000,143049560,Spy Game,Action|Crime|Thriller,342,6.5,2001
9705,1.062734,102000000,147080413,Swordfish,Action|Crime|Thriller,606,6.0,2001
9889,1.061903,40000000,141069860,Shallow Hal,Comedy|Romance,394,5.5,2001
15167,1.046249,0,0,Barbie in the Nutcracker,Animation|Family,73,6.5,2001
18269,0.993311,0,0,Lady and the Tramp II: Scamp's Adventure,Animation,126,5.8,2001
9989,0.9769969999999999,30000000,17833000,AntiTrust,Action|Crime|Drama,82,5.6,2001
2114,0.9742219999999999,137000000,85131830,Final Fantasy: The Spirits Within,Adventure|Action|Animation|Fantasy|Science Fiction,257,5.6,2001
9081,0.9520270000000001,0,3176880,Waking Life,Animation|Drama,126,7.2,2001
2057,0.9454290000000001,42000000,35402320,Original Sin,Drama|Thriller|Mystery|Romance,115,5.8,2001
10808,0.913069,70000000,176104344,Dr. Dolittle 2,Comedy|Family|Romance|Fantasy,233,4.9,2001
8007,0.9047200000000001,40000000,91753202,Behind Enemy Lines,Action|Drama|Thriller|War,270,5.9,2001
8922,0.899763999999999,10000000,59217789,Jeepers Creepers,Horror|Thriller,384,6.0,2001
11232,0.883228,0,0,Kate & Leopold,Comedy|Fantasy|Romance|Science Fiction,248,5.8,2001
11467,0.878720999999999,0,0,America's Sweethearts,Comedy|Romance,153,5.4,2001
768,0.8752989999999989,35000000,74558115,From Hell,Horror|Mystery|Thriller,399,6.4,2001
2100,0.8654069999999989,72000000,27642707,The Last Castle,Action|Drama|Thriller,154,7.1,2001
2043,0.8442350000000001,60000000,105178561,Along Came a Spider,Crime|Mystery|Thriller|Action,215,5.8,2001
39939,0.813396,3000000,18492362,Super Troopers,Comedy|Crime|Mystery,224,6.7,2001
2018,0.798104,35000000,94728529,The Wedding Planner,Comedy,245,5.4,2001
9896,0.7878350000000001,48000000,85498534,Rat Race,Adventure|Comedy,261,5.9,2001
5279,0.7817470000000001,19800000,87754044,Gosford Park,Drama|Mystery|Thriller,107,6.6,2001
11470,0.774598,11000000,16000000,Jason X,Horror|Science Fiction,138,4.3,2001
6073,0.746989,57000000,147845033,The Mexican,Action|Comedy|Crime|Romance,258,5.7,2001
10866,0.742951,23000000,36642838,Joy Ride,Mystery|Thriller|Drama,166,6.2,2001
10950,0.731548,22000000,40270895,I Am Sam,Drama,292,7.2,2001
467,0.718104,0,0,The Hole,Crime|Drama|Horror|Thriller,92,6.2,2001
10596,0.711201,17000000,0,Replicant,Action|Adventure|Science Fiction|Thriller,48,4.8,2001
10829,0.705609,0,0,Tremors 3: Back to Perfection,Action|Comedy|Horror|Science Fiction|Thriller,67,5.2,2001
2144,0.6980609999999989,0,0,One Night at McCool's,Action|Comedy|Crime,37,5.5,2001
12508,0.693522,57000000,16991902,Rock Star,Music|Drama|Comedy,100,5.9,2001
22643,0.682227,0,0,Mickey's House of Villains,Animation|Family,25,6.4,2001
167,0.676114,48000000,50315140,K-PAX,Drama|Science Fiction,330,7.0,2001
12658,0.6649,23000000,0,Someone Like You...,Comedy|Romance,73,6.0,2001
17203,0.65309,0,637769,Blow Dry,Comedy|Drama,16,5.4,2001
12103,0.65104,50000000,100020092,Don't Say a Word,Thriller,106,6.1,2001
9378,0.648659,0,0,Thir13en Ghosts,Horror|Thriller,221,5.2,2001
9290,0.6353770000000001,21150000,39438674,Crocodile Dundee in Los Angeles,Adventure|Comedy,75,4.8,2001
12149,0.625438,11000000,13110448,Frailty,Drama|Thriller|Crime,136,6.8,2001
